session_id,startTime,endTime,gender,ProductList1,ProductList2,ProductList3,ProductList4,ProductList5,ProductList6,ProductList7,ProductList8,ProductList9,ProductList10,ProductList11,ProductList12,ProductList13,ProductList14,,,,,,,,,,,,,,,,,,,,,,
u24257,17/12/14 13:33,17/12/14 13:36,female,A00002/B00002/C00112/D16184/,A00002/B00002/C00003/D05657/,A00002/B00002/C00081/D06157/,A00002/B00002/C00003/D07457/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18969,7/12/2014 22:36,7/12/2014 22:37,female,A00002/B00001/C00059/D21651/,A00002/B00016/C00127/D14974/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18236,28/11/14 4:23,28/11/14 4:23,female,A00002/B00002/C00009/D14856/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12646,9/12/2014 13:05,9/12/2014 13:05,male,A00002/B00016/C00044/D23607/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16025,16/12/14 9:20,16/12/14 9:21,female,A00003/B00020/C00052/D28916/,A00003/B00020/C00052/D28917/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19452,29/11/14 14:26,29/11/14 14:26,female,A00002/B00002/C00007/D00748/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19514,8/12/2014 9:34,8/12/2014 9:34,female,A00003/B00012/C00036/D21907/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10395,14/11/14 19:45,14/11/14 19:51,female,A00005/B00032/C00166/D01606/,A00005/B00032/C00097/D01607/,A00005/B00032/C00094/D01609/,A00005/B00032/C00166/D01613/,A00005/B00032/C00097/D01621/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19350,22/12/14 8:41,22/12/14 8:41,female,A00002/B00002/C00007/D19372/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10365,15/12/14 11:10,15/12/14 11:10,female,A00003/B00012/C00074/D06588/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13141,15/11/14 21:10,15/11/14 21:32,female,A00002/B00003/C00006/D00628/,A00002/B00001/C00053/D03320/,A00002/B00001/C00053/D03332/,A00002/B00001/C00053/D03347/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22536,9/12/2014 12:44,9/12/2014 12:47,female,A00002/B00002/C00003/D23561/,A00002/B00002/C00003/D23564/,A00002/B00002/C00003/D23565/,A00002/B00002/C00003/D23566/,A00002/B00002/C00003/D23567/,A00002/B00002/C00003/D23570/,A00002/B00002/C00003/D23571/,A00002/B00002/C00003/D23572/,A00002/B00002/C00003/D23574/,A00002/B00002/C00003/D08382/,A00002/B00002/C00002/D01906/,,,,,,,,,,,,,,,,,,,,,,,,,
u18795,14/12/14 9:42,14/12/14 9:42,female,A00003/B00012/C00051/D25682/,A00003/B00012/C00048/D24797/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18718,16/12/14 20:16,16/12/14 20:19,female,A00002/B00002/C00081/D19604/,A00003/B00022/C00028/D29877/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24165,16/12/14 18:08,16/12/14 18:09,female,A00002/B00017/C00152/D29762/,A00002/B00017/C00152/D29763/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12553,15/11/14 10:21,15/11/14 10:23,female,A00003/B00012/C00048/D02449/,A00003/B00012/C00048/D02432/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21821,20/12/14 11:05,20/12/14 11:06,female,A00002/B00001/C00010/D33833/,A00002/B00001/C00010/D08055/,A00002/B00001/C00010/D01034/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20825,3/12/2014 20:27,3/12/2014 20:27,male,A00001/B00015/C00017/D18085/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13476,6/12/2014 16:51,6/12/2014 16:53,female,A00002/B00007/C00016/D01916/,A00002/B00007/C00016/D20083/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14172,15/11/14 18:55,9/12/2014 7:57,female,A00001/B00001/C00075/D03130/,A00002/B00001/C00053/D23079/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11932,27/11/14 7:43,27/11/14 7:43,female,A00002/B00001/C00100/D13605/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23280,16/12/14 13:40,16/12/14 13:44,female,A00002/B00001/C00100/D19135/,A00002/B00001/C00177/D28426/,A00002/B00001/C00010/D29302/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18973,21/12/14 15:24,21/12/14 15:24,female,A00003/B00022/C00096/D32367/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15619,17/11/14 21:23,17/11/14 21:23,female,A00002/B00002/C00003/D06175/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10386,14/11/14 7:20,14/11/14 7:20,female,A00002/B00016/C00044/D00140/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13556,21/11/14 22:03,21/11/14 22:03,female,A00002/B00003/C00006/D09093/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10870,25/11/14 9:38,25/11/14 9:38,female,A00002/B00002/C00007/D00266/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21359,6/12/2014 4:59,6/12/2014 5:00,female,A00002/B00003/C00079/D19326/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18361,25/11/14 14:45,25/11/14 14:45,female,A00002/B00005/C00057/D06755/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11063,19/12/14 18:30,19/12/14 18:30,male,A00001/B00004/C00066/D22690/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16619,21/11/14 16:16,21/11/14 16:28,male,A00001/B00015/C00042/D04511/,A00001/B00015/C00021/D08741/,A00001/B00015/C00042/D08744/,A00001/B00015/C00202/D08745/,A00001/B00015/C00202/D08748/,A00001/B00015/C00202/D08751/,A00001/B00015/C00202/D08752/,A00001/B00015/C00202/D08755/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22537,9/12/2014 12:52,9/12/2014 12:54,female,A00002/B00002/C00003/D23565/,A00002/B00002/C00003/D23588/,A00002/B00002/C00003/D23590/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16405,16/12/14 13:48,16/12/14 13:50,female,A00003/B00012/C00074/D29330/,A00003/B00012/C00074/D29331/,A00003/B00012/C00074/D29336/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19229,27/11/14 13:33,27/11/14 13:34,female,A00002/B00002/C00007/D01320/,A00002/B00002/C00007/D14245/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12353,16/12/14 13:19,16/12/14 13:32,female,A00002/B00017/C00045/D29271/,A00002/B00017/C00045/D29276/,A00002/B00017/C00045/D29280/,A00002/B00017/C00045/D29283/,A00002/B00017/C00045/D29285/,A00002/B00017/C00045/D29287/,A00002/B00017/C00045/D29290/,A00002/B00017/C00045/D29293/,A00002/B00017/C00045/D29300/,A00002/B00017/C00045/D29303/,,,,,,,,,,,,,,,,,,,,,,,,,,
u17629,23/11/14 13:59,23/11/14 14:00,female,A00002/B00002/C00009/D08947/,A00002/B00002/C00009/D08960/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20718,5/12/2014 6:11,5/12/2014 6:11,female,A00006/B00066/C00342/D12794/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10839,15/11/14 14:27,15/11/14 14:28,female,A00002/B00002/C00007/D00266/,A00002/B00001/C00059/D02687/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17415,22/12/14 11:04,22/12/14 11:04,female,A00003/B00028/C00086/D35320/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11674,9/12/2014 9:06,9/12/2014 9:06,female,A00002/B00002/C00003/D18901/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14321,18/12/14 10:32,18/12/14 10:32,male,A00001/B00015/C00043/D09459/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15719,14/12/14 6:06,14/12/14 6:07,female,A00002/B00002/C00007/D19301/,A00002/B00002/C00009/D24567/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23557,13/12/14 22:12,13/12/14 22:12,female,A00002/B00002/C00004/D26694/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20128,1/12/2014 12:46,1/12/2014 12:56,female,A00002/B00003/C00005/D16669/,A00002/B00003/C00005/D06856/,A00002/B00003/C00005/D04605/,A00002/B00003/C00005/D07530/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12536,13/12/14 17:07,13/12/14 17:07,female,A00002/B00002/C00007/D26263/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22690,18/12/14 23:56,18/12/14 23:57,male,A00001/B00001/C00020/D13982/,A00001/B00001/C00020/D15161/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14132,16/11/14 22:33,16/11/14 22:41,female,A00002/B00001/C00010/D04689/,A00002/B00001/C00053/D04698/,A00002/B00003/C00079/D04718/,A00002/B00001/C00059/D04699/,A00002/B00002/C00002/D03114/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19138,13/12/14 9:32,13/12/14 9:34,female,A00003/B00022/C00074/D25702/,A00003/B00022/C00048/D17091/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17045,22/12/14 14:02,22/12/14 14:02,female,A00002/B00004/C00018/D01789/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23314,16/12/14 15:54,16/12/14 15:56,male,A00001/B00031/C00044/D23956/,A00001/B00031/C00044/D05613/,A00001/B00031/C00044/D05622/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12152,9/12/2014 18:29,9/12/2014 18:29,female,A00001/B00009/C00028/D24051/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23636,14/12/14 10:54,14/12/14 11:01,female,A00002/B00017/C00139/D26946/,A00002/B00017/C00139/D01134/,A00002/B00017/C00139/D26948/,A00002/B00017/C00139/D26953/,A00002/B00017/C00045/D26955/,A00001/B00004/C00066/D08509/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16120,18/12/14 19:25,18/12/14 19:25,male,A00001/B00009/C00186/D18615/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19594,22/12/14 13:00,22/12/14 13:00,female,A00002/B00005/C00067/D16609/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10255,14/11/14 4:11,14/11/14 4:11,female,A00001/B00009/C00031/D00095/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24531,18/12/14 16:06,18/12/14 16:09,female,A00002/B00002/C00003/D21123/,A00002/B00001/C00010/D19765/,A00002/B00001/C00010/D30506/,A00002/B00001/C00010/D31929/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24248,17/12/14 11:16,20/12/14 16:32,female,A00002/B00002/C00002/D03233/,A00002/B00002/C00003/D34186/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22853,9/12/2014 15:14,9/12/2014 15:14,female,A00002/B00003/C00014/D00457/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21218,9/12/2014 13:31,9/12/2014 13:31,male,A00001/B00001/C00019/D01508/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18612,26/11/14 9:45,26/11/14 9:50,male,A00003/B00021/C00064/D06432/,A00003/B00021/C00064/D00275/,A00003/B00021/C00064/D12365/,A00003/B00021/C00064/D12368/,A00002/B00001/C00059/D12370/,A00002/B00002/C00007/D03728/,A00002/B00002/C00002/D03251/,A00002/B00002/C00002/D12373/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22239,22/12/14 18:16,22/12/14 18:18,female,A00002/B00002/C00003/D35704/,A00002/B00002/C00003/D35750/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19638,28/11/14 15:19,28/11/14 15:19,female,A00002/B00003/C00116/D15347/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21145,18/12/14 12:05,18/12/14 12:07,female,A00002/B00017/C00152/D31577/,A00002/B00017/C00139/D31581/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13011,14/11/14 21:17,14/11/14 21:20,male,A00001/B00031/C00044/D01836/,A00001/B00031/C00044/D01838/,A00001/B00031/C00044/D01849/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23899,19/12/14 12:26,19/12/14 12:44,female,A00002/B00003/C00005/D32875/,A00002/B00003/C00005/D31969/,A00002/B00003/C00037/D25416/,A00001/B00015/C00017/D28306/,A00001/B00015/C00017/D32882/,A00001/B00015/C00017/D32884/,A00001/B00015/C00017/D32886/,A00001/B00015/C00017/D32888/,A00001/B00015/C00017/D05228/,A00001/B00015/C00017/D32900/,,,,,,,,,,,,,,,,,,,,,,,,,,
u19648,5/12/2014 20:48,5/12/2014 20:48,female,A00004/B00014/C00087/D18673/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12543,15/11/14 11:18,15/11/14 11:18,female,A00002/B00002/C00003/D02546/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22981,17/12/14 14:20,17/12/14 14:20,female,A00006/B00053/C00418/D30576/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16671,21/11/14 13:38,21/11/14 13:42,female,A00003/B00020/C00052/D08465/,A00003/B00020/C00052/D08466/,A00003/B00020/C00052/D08467/,A00003/B00020/C00052/D08474/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10754,14/11/14 14:37,14/11/14 14:37,female,A00002/B00003/C00005/D01112/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14400,7/12/2014 9:20,7/12/2014 9:34,male,A00001/B00009/C00031/D09481/,A00001/B00001/C00012/D06549/,A00001/B00001/C00019/D20714/,A00001/B00001/C00019/D20715/,A00001/B00001/C00001/D20718/,A00001/B00001/C00019/D18092/,A00001/B00001/C00019/D18058/,A00001/B00009/C00012/D20720/,A00001/B00001/C00029/D20723/,A00001/B00001/C00020/D07347/,A00001/B00001/C00012/D19536/,,,,,,,,,,,,,,,,,,,,,,,,,
u24998,22/12/14 22:58,22/12/14 22:59,female,A00002/B00002/C00007/D36054/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15475,29/11/14 21:09,29/11/14 21:10,female,A00002/B00002/C00002/D15983/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18095,25/11/14 10:04,25/11/14 10:04,female,A00002/B00002/C00081/D07295/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21336,13/12/14 21:42,13/12/14 21:42,female,A00002/B00001/C00010/D01061/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14975,13/12/14 22:44,13/12/14 22:48,female,A00002/B00001/C00010/D26720/,A00002/B00001/C00010/D22328/,A00002/B00001/C00010/D20571/,A00002/B00002/C00002/D26723/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16053,18/11/14 18:04,18/11/14 18:04,male,A00002/B00002/C00007/D00232/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14402,8/12/2014 19:30,8/12/2014 19:30,male,A00001/B00001/C00029/D20723/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11632,14/12/14 15:36,14/12/14 15:36,female,A00001/B00031/C00091/D27185/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23276,12/12/2014 16:30,12/12/2014 16:37,female,A00002/B00002/C00009/D25131/,A00002/B00002/C00009/D25134/,A00002/B00002/C00009/D25135/,A00002/B00002/C00009/D25136/,A00002/B00002/C00009/D25140/,A00002/B00002/C00009/D16951/,A00002/B00002/C00009/D25143/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17999,7/12/2014 21:06,7/12/2014 21:08,female,A00002/B00006/C00030/D21495/,A00002/B00006/C00015/D21497/,A00002/B00006/C00015/D21498/,A00002/B00006/C00015/D21500/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18106,19/12/14 20:19,19/12/14 20:29,female,A00003/B00012/C00073/D33435/,A00003/B00012/C00073/D33436/,A00003/B00012/C00028/D33438/,A00003/B00012/C00028/D27007/,A00003/B00012/C00051/D33444/,A00003/B00022/C00073/D33445/,A00003/B00012/C00131/D33447/,A00003/B00012/C00073/D33450/,A00003/B00012/C00028/D33453/,A00003/B00012/C00028/D33458/,A00003/B00012/C00051/D28227/,,,,,,,,,,,,,,,,,,,,,,,,,
u13905,15/11/14 13:51,15/11/14 13:51,female,A00002/B00003/C00005/D02763/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12972,16/11/14 14:18,16/11/14 14:23,male,A00001/B00001/C00012/D01642/,A00001/B00001/C00019/D03395/,A00002/B00001/C00020/D04067/,A00001/B00001/C00092/D03740/,A00002/B00001/C00059/D04069/,A00002/B00001/C00049/D04070/,A00002/B00001/C00020/D04073/,A00002/B00001/C00059/D03807/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13422,16/11/14 15:24,16/11/14 15:24,female,A00003/B00012/C00225/D04182/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18277,28/11/14 12:10,28/11/14 12:14,female,A00003/B00012/C00036/D15150/,A00003/B00012/C00036/D15153/,A00003/B00012/C00036/D05248/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23870,17/12/14 15:23,17/12/14 15:23,female,A00002/B00002/C00009/D19806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20230,1/12/2014 16:11,1/12/2014 16:11,female,A00002/B00007/C00016/D04630/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14418,17/12/14 20:41,17/12/14 20:43,male,A00001/B00004/C00196/D31001/,A00001/B00004/C00196/D31003/,A00001/B00004/C00196/D31005/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19610,16/12/14 13:37,16/12/14 13:41,female,A00002/B00003/C00006/D29312/,A00002/B00003/C00006/D29316/,A00002/B00006/C00030/D29318/,A00002/B00003/C00005/D29321/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10723,22/12/14 17:33,22/12/14 17:33,female,A00002/B00007/C00027/D32014/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21592,8/12/2014 21:00,8/12/2014 21:04,male,A00001/B00001/C00012/D03366/,A00001/B00001/C00012/D17964/,A00001/B00001/C00019/D22841/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20333,1/12/2014 20:14,1/12/2014 20:14,female,A00002/B00002/C00003/D04674/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16331,17/12/14 9:26,17/12/14 9:26,female,A00002/B00001/C00059/D30228/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17373,9/12/2014 16:57,9/12/2014 17:01,female,A00002/B00004/C00066/D24005/,A00002/B00004/C00066/D24008/,A00002/B00004/C00066/D24009/,A00002/B00004/C00066/D24013/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21719,22/12/14 8:12,22/12/14 8:12,female,A00001/B00009/C00028/D35106/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12906,26/11/14 12:28,26/11/14 12:28,male,A00002/B00002/C00009/D06460/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13095,1/12/2014 11:03,1/12/2014 11:03,male,A00001/B00031/C00091/D16546/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18406,25/11/14 15:51,25/11/14 15:51,female,A00002/B00002/C00004/D11746/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11316,16/11/14 10:11,16/11/14 10:11,male,A00001/B00031/C00044/D03760/,A00001/B00009/C00038/D03761/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21951,12/12/2014 13:41,12/12/2014 13:41,male,A00002/B00002/C00002/D24862/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14313,29/11/14 22:47,29/11/14 22:48,male,A00001/B00015/C00043/D16057/,A00001/B00015/C00043/D16058/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21808,16/12/14 11:15,16/12/14 11:19,female,A00002/B00001/C00150/D29118/,A00002/B00001/C00053/D29125/,A00002/B00001/C00010/D19860/,A00002/B00001/C00059/D29127/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u14298,19/11/14 20:25,19/11/14 20:26,male,A00001/B00009/C00028/D03272/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10838,15/11/14 12:10,15/11/14 12:10,female,A00002/B00002/C00007/D00297/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13840,9/12/2014 11:27,9/12/2014 11:28,female,A00003/B00012/C00048/D23474/,A00003/B00012/C00048/D20150/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u21397,6/12/2014 23:47,6/12/2014 23:47,female,A00002/B00003/C00079/D20615/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13855,15/11/14 12:02,15/11/14 12:10,male,A00001/B00001/C00019/D02591/,A00001/B00001/C00001/D02592/,A00001/B00015/C00042/D02596/,A00001/B00015/C00042/D02598/,A00001/B00015/C00043/D02600/,A00001/B00015/C00043/D02601/,A00001/B00015/C00043/D02602/,A00001/B00015/C00043/D02603/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17545,7/12/2014 21:56,7/12/2014 21:56,female,A00002/B00004/C00018/D21592/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15530,19/11/14 20:40,19/11/14 20:40,female,A00002/B00002/C00002/D08139/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17148,1/12/2014 16:05,1/12/2014 16:05,female,A00002/B00006/C00030/D16955/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15885,18/11/14 12:36,18/11/14 12:38,male,A00001/B00009/C00028/D03531/,A00001/B00009/C00028/D06821/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23267,19/12/14 9:41,19/12/14 9:42,female,A00003/B00004/C00122/D32624/,A00003/B00004/C00122/D32626/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11270,6/12/2014 19:48,6/12/2014 19:48,female,A00002/B00004/C00244/D20324/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12281,17/11/14 10:46,17/11/14 10:46,female,A00002/B00003/C00006/D02735/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17556,25/11/14 15:49,25/11/14 15:49,female,A00002/B00007/C00021/D11740/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u20006,1/12/2014 16:07,1/12/2014 16:11,female,A00002/B00002/C00004/D04118/,A00002/B00002/C00004/D16960/,A00002/B00002/C00004/D10124/,A00002/B00002/C00004/D16966/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16382,26/11/14 15:22,26/11/14 15:36,male,A00001/B00009/C00032/D12918/,A00001/B00009/C00032/D12924/,A00001/B00004/C00066/D04500/,A00001/B00009/C00032/D12042/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u12540,16/12/14 18:23,16/12/14 18:24,female,A00002/B00001/C00123/D29773/,A00002/B00001/C00123/D29774/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10448,23/11/14 19:14,23/11/14 19:14,female,A00002/B00004/C00018/D01572/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u13763,15/11/14 22:48,15/11/14 23:04,female,A00002/B00003/C00006/D02907/,A00002/B00003/C00006/D01602/,A00002/B00003/C00006/D03465/,A00002/B00003/C00006/D03466/,A00002/B00003/C00006/D03468/,A00002/B00003/C00006/D03471/,A00002/B00003/C00006/D03474/,A00002/B00003/C00006/D03477/,A00002/B00003/C00006/D03478/,A00002/B00003/C00006/D03479/,A00002/B00003/C00006/D03483/,A00002/B00003/C00006/D03484/,A00002/B00003/C00006/D03488/,,,,,,,,,,,,,,,,,,,,,,,
u17531,23/11/14 10:20,23/11/14 10:28,female,A00002/B00001/C00010/D00020/,A00002/B00001/C00059/D01979/,A00002/B00001/C00059/D02612/,A00002/B00001/C00059/D10400/,A00002/B00001/C00059/D10404/,A00002/B00001/C00059/D03295/,A00002/B00001/C00059/D10407/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u10335,17/11/14 16:32,17/11/14 16:33,male,A00002/B00011/C00173/D05814/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u17548,14/12/14 21:55,14/12/14 21:58,female,A00002/B00007/C00023/D00058/,A00002/B00007/C00023/D27444/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11333,28/11/14 11:48,28/11/14 11:48,male,A00002/B00002/C00003/D15141/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u18287,12/12/2014 11:40,12/12/2014 11:40,female,A00003/B00026/C00096/D24710/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22572,8/12/2014 16:00,8/12/2014 16:00,female,A00002/B00001/C00059/D22562/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u22051,7/12/2014 23:46,7/12/2014 23:47,female,A00002/B00003/C00005/D21693/,A00002/B00003/C00006/D21694/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u11468,15/11/14 10:06,15/11/14 10:08,female,A00002/B00001/C00010/D02422/,A00002/B00001/C00010/D02425/,A00002/B00001/C00010/D02430/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19956,1/12/2014 21:04,1/12/2014 21:13,female,A00003/B00012/C00051/D17247/,A00003/B00012/C00051/D17250/,A00003/B00012/C00051/D17251/,A00003/B00012/C00051/D10509/,A00003/B00012/C00051/D12378/,A00003/B00012/C00051/D15250/,A00003/B00012/C00051/D17266/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u16534,6/12/2014 20:54,6/12/2014 20:57,female,A00002/B00002/C00007/D20445/,A00002/B00002/C00022/D20449/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24523,18/12/14 16:37,18/12/14 16:43,male,A00001/B00037/C00135/D32004/,A00001/B00037/C00135/D15981/,A00001/B00037/C00135/D32007/,A00001/B00037/C00135/D32009/,A00001/B00037/C00135/D32010/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u23744,16/12/14 7:25,16/12/14 7:25,male,A00010/B00054/C00163/D28829/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u24490,20/12/14 11:31,20/12/14 11:33,female,A00002/B00002/C00002/D33860/,A00002/B00002/C00007/D32566/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
